long,lat,smp,calle_nombre,calle_altura,tipo1_16,tipo2_16,pisos_16,nombre,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4537242793765,-34.5939950837715,047-106-028,"ARENAL, CONCEPCION",4519,GA,GARAGE,1,,CHACARITA,15.0,1427,C1427EKW
-58.442584287487,-34.5881917417302,033-044-012,BONPLAND,1147,GA,GARAGE,1,,CHACARITA,15.0,1414,C1414CMI
-58.4410046276298,-34.5875191127692,033-056C-023A,CORDOBA,5640,GA,GARAGE,1,,CHACARITA,15.0,1414,C1414BBP
-58.4446504361206,-34.5903831279642,033-012-031,"RAMIREZ DE VELAZCO, JUAN",1418,GA,GARAGE,1,,CHACARITA,15.0,1414,C1414ARD
-58.4448407881501,-34.5890183830212,033-023-032,BONPLAND,966,GA,GARAGE,1,,CHACARITA,15.0,1414,C1414CMF
-58.4489116811936,-34.5900988914175,033-008-026A,CORRIENTES AV.,6349,GA,GARAGE,1,,CHACARITA,15.0,1427,C1427BPB
-58.4495888021084,-34.5875110765872,033-017-002,GUEVARA,326,GA,CERRADO,2,,CHACARITA,15.0,1427,C1427BRH
-58.4477089123588,-34.5875628782151,033-025-024A,"ARENAL, CONCEPCION",3884,GA,GARAGE,3,JORMAR,CHACARITA,15.0,1427,C1427EKJ
-58.4468838841411,-34.5863378877837,033-036-009,ROSETI,112,GA,GARAGE,1,,CHACARITA,15.0,1427,C1427BVD
-58.4469858860701,-34.5839294110908,033-061-003A,CORDOBA,6130,GA,GARAGE,2,,CHACARITA,15.0,1427,C1427BZO
-58.4449138363273,-34.5835714505022,033-073-047A,DORREGO,1560,GA,GARAGE,2,,CHACARITA,15.0,1414,C1414CKX
-58.4483217260736,-34.5819391295383,033-075-015,"NEWBERY, JORGE",3424,GA,GARAGE,1,,CHACARITA,15.0,1427,C1427EGN
-58.4507889109349,-34.5874207343707,033-018-042,"NEWBERY, JORGE",3951,GA,GARAGE,1,,CHACARITA,15.0,1427,C1427EGF
-58.4522589442343,-34.5853778835011,033-029-014,OLLEROS,3934,GA,GARAGE,1,,CHACARITA,15.0,1427,C1427EEJ
-58.4499926232178,-34.5852478547574,033-039-037,"NEWBERY, JORGE",3735,GA,CERRADO,1,,CHACARITA,15.0,1427,C1427EGD
-58.4534992205348,-34.580288096171,037-016-011A,PALPA,3524,GA,GARAGE,1,,CHACARITA,15.0,1427,C1427EBB
-58.4529970243926,-34.5807265971514,037-016-024J,"GARCIA, TEODORO",3567,GA,GARAGE,2,,CHACARITA,15.0,1427,C1427ECA
-58.4549646180575,-34.5800238009963,037-017-006K,CESPEDES,3560,GA,GARAGE,2,,CHACARITA,15.0,1427,C1427EAB
-58.458028474071,-34.5795204227757,037-020-026E,GIRIBONE,1133,GA,GARAGE,1,,CHACARITA,15.0,1427,C1427CAO
-58.4593400094111,-34.5801597640168,049-163-023C,"LORETO, Virrey",3735,GA,GARAGE,1,,CHACARITA,15.0,1427,C1427DXC
-58.4602134692793,-34.5791704442773,049-165-006,ELCANO,3662,GA,GARAGE,5,,CHACARITA,15.0,1427,C1427CHN
-58.4709649237737,-34.6017546301099,059-029-005,SAN MARTIN,3364,GA,GARAGE,2,,PATERNAL,15.0,,
-58.473155009596,-34.6041477829778,069-093-034C,PUNTA ARENAS,2075,GA,GARAGE,2,,PATERNAL,15.0,1416,C1416FGI
-58.4681620349547,-34.6016772324591,059-057-018G,SAN MARTIN,3139,GA,GARAGE,1,,PATERNAL,15.0,,
-58.4674460715434,-34.5993643806454,059-059-027,CUCHA CUCHA,2761,GA,GARAGE,2,,PATERNAL,15.0,1416,C1416CKG
-58.4657917647415,-34.6004396325214,059-095-026,"ALVAREZ, DONATO, Tte. Gral. AV.",2261,GA,GARAGE,3,,PATERNAL,15.0,1416,C1416BTL
-58.4633676811883,-34.6027763211527,059-093-018,SAN MARTIN,2659,GA,GARAGE,1,,PATERNAL,15.0,,
-58.4648387589936,-34.6009347446961,059-096-006B,"GARCIA, JUAN AGUSTIN",1446,GA,GARAGE,1,,PATERNAL,15.0,1416,C1416EKJ
-58.4642131307005,-34.6011038917379,059-096-029,"DICKMAN, ADOLFO, Dr.",1357,GA,GARAGE,1,,PATERNAL,15.0,1416,C1416EHI
-58.4590470005679,-34.5973354638164,059-138-005,"ORONO, NICASIO",2569,GA,GARAGE,1,,PATERNAL,15.0,,
-58.4586388776268,-34.6025165800158,059-147-022,ESPINOSA,1955,GA,GARAGE,1,,PATERNAL,15.0,1416,C1416CEQ
-58.4651449042229,-34.5936274749818,049-018B-001A,GARMENDIA AV.,4811,GA,GARAGE,1,,PATERNAL,15.0,1427,C1427ASB
-58.4532257004018,-34.596667606376,047-084A-008,DORREGO,243,GA,GARAGE,1,,VILLA CRESPO,15.0,,
-58.4535780398481,-34.5967385133522,047-084A-011A,HUAURA,1489,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414ACC
-58.4560659036124,-34.5986927464445,047-024-013B,"RODRIGUEZ, MANUEL A., GENERAL",2277,GA,GARAGE,1,,VILLA CRESPO,15.0,1416,C1416CMW
-58.4568752029478,-34.6040841052359,059-175-020A,ESPINOSA,1745,GA,GARAGE,2,,VILLA CRESPO,15.0,1416,C1416CEM
-58.45606744142,-34.6037877641241,059-175-033,"ESCALADA DE SAN MARTIN, R.",1037,GA,GARAGE,3,,VILLA CRESPO,15.0,1416,C1416CVK
-58.4532772072057,-34.6048321724746,059-183-026A,TRES ARROYOS,841,GA,GARAGE,2,,VILLA CRESPO,15.0,1416,C1416DCG
-58.4541236500959,-34.6037818867174,059-184-025,"BELAUSTEGUI, LUIS, Dr.",835,GA,CERRADO,1,,VILLA CRESPO,15.0,1416,C1416CXG
-58.451184116549,-34.6050073517074,047-005-035,"RODRIGUEZ, MANUEL A., GENERAL",1526,GA,GARAGE,1,,VILLA CRESPO,15.0,1416,C1416CMJ
-58.4465582858044,-34.6069627968828,047-026-007A,"PUEYRREDON, HONORIO, DR. AV.",1152,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414CEN
-58.4455012084878,-34.6065422184879,047-044-021A,"GANDHI, MAHATMA",749,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414EFK
-58.4441900000136,-34.6065585901865,047-061-013A,"VIRASORO, VALENTIN",1121,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414CDA
-58.4448765055667,-34.6054555795321,047-062-003,ANTEZANA,354,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414EEH
-58.4555495428746,-34.6009458174339,047-010-008A,SUNCHALES,7544,GA,GARAGE,2,,VILLA CRESPO,15.0,,
-58.4519071971528,-34.6007433949571,047-033B-002,"PUEYRREDON, HONORIO, DR. AV.",1850,GA,CERRADO,1,,VILLA CRESPO,15.0,1414,C1414CEU
-58.4519765789644,-34.5996648151821,047-052-003C,"JUSTO, JUAN B. AV.",3287,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414CXI
-58.4505403392544,-34.6024437931085,047-031-009,"PUEYRREDON, HONORIO, DR. AV.",1660,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414CES
-58.4508774474406,-34.6023295163515,047-031-016,"BELAUSTEGUI, LUIS, Dr.",550,GA,GARAGE,2,,VILLA CRESPO,15.0,1416,C1416CXB
-58.441978331531,-34.6048287338424,047-090-002,"GANDHI, MAHATMA",432,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414EFF
-58.4416954790597,-34.6047542595693,047-090-031,ACOYTE,1254,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414BZD
-58.4417334160747,-34.6032928872363,047-110-005,ANTEZANA,38,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414EEB
-58.442311989765,-34.6029524093054,047-111-020,ANTEZANA,47,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414EEA
-58.4482857539674,-34.603390049675,047-048-018A,GALICIA,465,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414EBG
-58.4463604735326,-34.6018787128497,047-076-036,HIDALGO,1740,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414CAR
-58.449089823752,-34.596633814707,047-121-025,DARWIN,254,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414CUF
-58.4449983588798,-34.5946468056896,047-178-029,CORRIENTES AV.,5840,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414AJY
-58.4464210956459,-34.5944210701192,047-179-016A,CAMARGO,1231,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414AHY
-58.4389299160182,-34.6031607527649,047-150-017,WARNES AV.,139,GA,CERRADO,1,,VILLA CRESPO,15.0,1414,C1414AAB
-58.4392275639059,-34.6018500152137,047-151-040A,CAMARGO,369,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414AHG
-58.4378380171721,-34.6021921099083,047-169-008,"ALVAREZ, JULIAN",233,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414DRE
-58.4418546603992,-34.6010725613022,047-133-002O,PADILLA,552,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414AGH
-58.4418797307998,-34.5993240005773,047-154-002A,ACEVEDO,281,GA,GARAGE,5,,VILLA CRESPO,15.0,1414,C1414DJE
-58.4416037003836,-34.5995473919646,047-154-038,CAMARGO,668,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414AHN
-58.4430444713728,-34.5989821784863,047-155-012,PADILLA,767,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414AGK
-58.4402047711766,-34.5996869871917,047-172-004,MALABIA,335,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414DLG
-58.4421213118287,-34.5980155683331,047-174-008,GURRUCHAGA,437,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414DHI
-58.448361017937,-34.5989831945255,047-099-031,THAMES,60,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414DCB
-58.4473385702768,-34.5979061918258,047-119-035A,MURILLO,1040,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414AFL
-58.4362445139958,-34.5997804836593,031-014-007,ARAOZ,449,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414DPI
-58.4361485943935,-34.6001554862165,031-014-017A,VERA,341,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414AOG
-58.4345655733532,-34.6029816227493,047-184-022,"GALLARDO, ANGEL AV.",135,GA,GARAGE,3,CENTENARIO,VILLA CRESPO,15.0,1405,C1405DJB
-58.4367608299352,-34.6015795883824,047-186-011,"DRAGO, LUIS MARIA",261,GA,GARAGE,4,SAN ANTONIO,VILLA CRESPO,15.0,1414,C1414AIE
-58.4344928282927,-34.6002086312205,031-025-015A,"RAMIREZ DE VELAZCO, JUAN",267,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414AQE
-58.4326081825194,-34.6004060890034,031-036-015A,AGUIRRE,141,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414ASC
-58.432148695444,-34.6001048485103,031-036-034,LOYOLA,62,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414AUB
-58.433106127067,-34.5981561054671,031-050-017A,LOYOLA,229,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414AUE
-58.4280156860814,-34.597253326964,031-086-005,LAVALLEJA,1073,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414DTU
-58.4285159982811,-34.5962910538851,031-087-007,"ALVAREZ, JULIAN",1059,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414DRU
-58.4290367053159,-34.5965029861644,031-087-012A,"ALVAREZ, JULIAN",1027,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414DRU
-58.429611709626,-34.5954978986096,031-088-005,ARAOZ,1059,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414DPU
-58.4342616923836,-34.5942340730001,031-065-014,ACEVEDO,965,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414DJS
-58.4312282678596,-34.5957016027914,031-075-005A,ARAOZ,970,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414DPT
-58.4325001683225,-34.5951235049538,031-076-015B,JUFRE,441,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414AYI
-58.4330012013635,-34.5936393561308,031-077-003,ACEVEDO,1089,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414DJU
-58.4367665601764,-34.5973177440153,031-028-006,MALABIA,645,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414DLM
-58.4367047631133,-34.5975065021,031-028-007B,MALABIA,641,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414DLM
-58.4376329106394,-34.5965722678287,031-029-006G,ACEVEDO,647,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414DJM
-58.4370088592491,-34.5968875626461,031-029-025A,MALABIA,670,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414DLN
-58.4360920334906,-34.5962324406671,031-041-025,MALABIA,748,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414DLP
-58.43617590011,-34.5910203747853,031-081-010A,THAMES,1122,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414DCX
-58.4388257826219,-34.598812797355,031-003-005H,MALABIA,455,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414DLI
-58.4405605972029,-34.5970399800549,031-005-007B,GURRUCHAGA,557,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414DHK
-58.4409558026363,-34.5973045529987,031-005-010A,GURRUCHAGA,535,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414DHK
-58.4425362556506,-34.5952942047407,031-007-006D,THAMES,545,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414DCK
-58.4428983038513,-34.5955371623408,031-007-007J,CORRIENTES AV.,5679,GA,GARAGE,4,,VILLA CRESPO,15.0,1414,C1414AJJ
-58.4421988601289,-34.5955733783366,031-007-022B,SERRANO,546,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414DEL
-58.4439304717423,-34.5965106001084,047-176-015I,CAMARGO,953,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414AHS
-58.4410427257525,-34.5934528630788,031-033-013A,"RAMIREZ DE VELAZCO, JUAN",1039,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414AQU
-58.4378827428243,-34.5939182042685,031-043-002,SERRANO,873,GA,GARAGE,3,,VILLA CRESPO,15.0,1414,C1414DEQ
-58.4399344332762,-34.5921048119378,031-046-005,"JUSTO, JUAN B. AV.",2156,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414CWX
-58.4419217251412,-34.5904284950522,033-031A-007,AGUIRRE,1259,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414ASY
-58.4455059359687,-34.5928248373793,033-002A-021,HUMBOLDT,660,GA,GARAGE,1,,VILLA CRESPO,15.0,1414,C1414CSN
-58.4403300021739,-34.5997510784783,047-172-005,MALABIA,325,GA,GARAGE,2,,VILLA CRESPO,15.0,1414,C1414DLG
-58.4782647923167,-34.6069463237007,069-050-007,"ARTIGAS, JOSE GERVASIO, GRAL.",2246,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1416,C1416ALB
-58.4783696113039,-34.606813094299,069-050-008D,"ARTIGAS, JOSE GERVASIO, GRAL.",2252,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1416,C1416ALB
-58.4788241506087,-34.6075304364759,069-050-037,ALVAREZ JONTE AV.,2597,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1416,C1416EXK
-58.4757184160652,-34.6059805266769,069-076-045,ALVAREZ JONTE,2347,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1416,C1416EXI
-58.4749021179941,-34.6055778578942,069-086B-020,ALVAREZ JONTE,2271,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1416,C1416EXH
-58.4985374327007,-34.6104743285137,081-082-014B,"GONZALEZ, JOAQUIN V.",2451,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417AQG
-58.4962443020206,-34.6110374099391,081-095-026A,ARREGUI,3769,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417GNC
-58.4965662564517,-34.6097039498971,081-096A-027A,"LAMARCA, EMILIO",2436,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417ALH
-58.4935591172301,-34.6123038160296,081-107-014A,"LAMARCA, EMILIO",2163,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417ALA
-58.4953870543625,-34.6080211236836,081-124B-008,"SASTRE, MARCOS",3582,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417FYT
-58.4906565699475,-34.6110236144598,081-131A-038,LLAVALLOL,2126,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417AEB
-58.4889451737022,-34.6082840558942,069-003-035,CUENCA,2345,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417AAC
-58.4852435635148,-34.6073784320391,069-016-008A,NAZCA,2472,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417CUN
-58.4831668671011,-34.6077014857646,069-022-014A,TERRADA,2366,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1416,C1416ARZ
-58.4851848077549,-34.6062095078173,069-024-035A,NAZCA,2539,GA,CERRADO,1,,VILLA DEL PARQUE,11.0,1417,C1417CUB
-58.4847743690045,-34.6062879776533,069-024-045C,LASCANO,2855,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417GYK
-58.4892502622975,-34.6034784730702,069-020-017,ARGERICH,2839,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417CSI
-58.4897156190839,-34.6025615030687,069-021-003A,NAZCA,2926,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417CUS
-58.4874247756689,-34.6035198667005,069-026-022A,"SASTRE, MARCOS",2878,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417FYF
-58.4928090270945,-34.6018689738612,071-019-001,HELGUERA,2931,GA,GARAGE,3,,VILLA DEL PARQUE,11.0,1417,C1417CQO
-58.4877808194608,-34.6013843589524,069-037-007D,"GUTIERREZ, RICARDO",2774,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417EBJ
-58.4882049447648,-34.6003945239548,071-062-022A,NOGOYA,2731,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417FMG
-58.4819333449389,-34.5995865303875,069-074-020,"BUFANO, ALFREDO R.",2930,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417DMJ
-58.4960273323985,-34.5984291077524,071-007-032,HELGUERA,3358,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417CRH
-58.5015100586314,-34.6001761118006,081-144-017,CONCORDIA,3455,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417AJE
-58.497891742798,-34.5997624338757,081-170-019,CAMPANA,3353,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417ADC
-58.4943195839875,-34.6017509651962,071-003-001,NAZARRE,3190,GA,GARAGE,3,,VILLA DEL PARQUE,11.0,1417,C1417DXB
-58.4944313093825,-34.6019079927379,071-003-004,NAZARRE,3179,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417DXA
-58.4928090270945,-34.6018689738612,071-019-001,HELGUERA,2931,GA,GARAGE,3,,VILLA DEL PARQUE,11.0,1417,C1417CQO
-58.4909139054759,-34.6006531116744,071-035-017D,"GUTIERREZ, RICARDO",2957,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417EBM
-58.4967955578607,-34.6013236318741,081-168-010F,"GUTIERREZ, RICARDO",3291,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417ECA
-58.4931567088438,-34.6027395269076,071-001-004A,MELINCUE,3136,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417FHF
-58.4927701827225,-34.602728559819,071-001-023,HELGUERA,2850,GA,GARAGE,4,,VILLA DEL PARQUE,11.0,1417,C1417CQN
-58.4911887916484,-34.6080454260146,081-160-026,CAMPANA,2441,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417ACG
-58.4947112901212,-34.6036665616819,081-164-007,MELINCUE,3264,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417FHH
-58.4981571211266,-34.606220035939,081-113-025C,NOGOYA,3639,GA,GARAGE,3,,VILLA DEL PARQUE,11.0,1417,C1417FNQ
-58.4995376162076,-34.6043603943095,081-115-005B,"LOZANO, PEDRO",3638,GA,GARAGE,1,,VILLA DEL PARQUE,11.0,1417,C1417EEJ
-58.5016175287017,-34.6057837974055,081-087-034A,SAN NICOLAS,2946,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417AOR
-58.5011694541494,-34.6032429862997,081-117-024,"LAMARCA, EMILIO",3143,GA,GARAGE,3,,VILLA DEL PARQUE,11.0,1417,C1417ALU
-58.49667623232,-34.6031803225344,081-153-019,NAZARRE,3361,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417DXE
-58.4971907353115,-34.6020844848694,081-154-002E,"GUTIERREZ, RICARDO",3318,GA,GARAGE,2,,VILLA DEL PARQUE,11.0,1417,C1417ECD
-58.4170078388895,-34.599339332484,013-010-008B,TUCUMAN,3650,GA,GARAGE,1,,ALMAGRO,5.0,1189,C1189AAT
-58.4168618149591,-34.5998881108088,013-010-024A,LAVALLE,3653,GA,GARAGE,2,SAN JORGE,ALMAGRO,5.0,1190,C1190AAS
-58.4155491069824,-34.6003092108033,013-021-020,LAVALLE,3563,GA,GARAGE,1,,ALMAGRO,5.0,1190,C1190AAQ
-58.4157039896768,-34.5985280807753,013-022-015B,"BRAVO, MARIO",963,GA,GARAGE,2,AYRTON,ALMAGRO,5.0,1175,C1175ABQ
-58.41395564939,-34.5982997711163,013-034-005A,CORDOBA,3348,GA,GARAGE,2,,ALMAGRO,5.0,1187,C1187AAU
-58.4139160288476,-34.5988313174556,013-034-034,SANCHEZ DE BUSTAMANTE,1018,GA,GARAGE,3,,ALMAGRO,5.0,1173,C1173ABT
-58.4130697467257,-34.5987734047024,013-045-024,SAN LUIS,3369,GA,GARAGE,1,,ALMAGRO,5.0,1186,C1186ACM
-58.4186596546381,-34.599033306245,017-109-012,"SALGUERO, JERONIMO",945,GA,GARAGE,1,,ALMAGRO,5.0,1177,C1177AEQ
-58.4185476701865,-34.6005692566069,017-108-026A,GUARDIA VIEJA,3867,GA,GARAGE,3,,ALMAGRO,5.0,1192,C1192AAK
-58.4233784878427,-34.6000855094467,017-073-019,GUARDIA VIEJA,4187,GA,GARAGE,3,,ALMAGRO,5.0,1192,C1192AAQ
-58.4231759091034,-34.5987574896233,017-074-010F,GASCON,1037,GA,GARAGE,1,,ALMAGRO,5.0,1181,C1181ACS
-58.4232047589205,-34.5989933450365,017-074-013,GASCON,1005,GA,GARAGE,1,,ALMAGRO,5.0,1181,C1181ACS
-58.4213987161092,-34.5987699782577,017-084-009A,LAVALLE,3948,GA,GARAGE,3,,ALMAGRO,5.0,1190,C1190AAZ
-58.4197993656752,-34.5998359202704,017-096-026A,RAUCH,3951,GA,GARAGE,1,,ALMAGRO,5.0,1177,C1177ACA
-58.429029127648,-34.5996227710978,017-020-019A,GUARDIA VIEJA,4555,GA,GARAGE,1,,ALMAGRO,5.0,1192,C1192AAY
-58.4277426401953,-34.6002486677177,017-034-008A,GUARDIA VIEJA,4468,GA,GARAGE,2,,ALMAGRO,5.0,1192,C1192AAX
-58.4258477991715,-34.6005251447713,017-049-004,GUARDIA VIEJA,4340,GA,GARAGE,1,,ALMAGRO,5.0,1192,C1192AAV
-58.4263468853338,-34.5996104999674,017-050-010,PRINGLES,1079,GA,GARAGE,1,,ALMAGRO,5.0,1183,C1183AES
-58.4255205725802,-34.5995758412144,017-050-031A,PALESTINA,952,GA,GARAGE,1,,ALMAGRO,5.0,1182,C1182ADJ
-58.4302624793572,-34.6053884330779,017-008-017B,LAMBARE,839,GA,GARAGE,2,,ALMAGRO,5.0,1185,C1185ABA
-58.4317666489628,-34.6030607792733,017-012-029A,"TROILO, ANIBAL",957,GA,GARAGE,2,,ALMAGRO,5.0,1197,C1197ABA
-58.4297912835918,-34.6027017301489,017-014-010,CORRIENTES AV.,4574,GA,GARAGE,2,,ALMAGRO,5.0,1195,C1195AAR
-58.429164129555,-34.6033869932655,017-014-046,YATAY,752,GA,GARAGE,1,,ALMAGRO,5.0,1184,C1184ADN
-58.4291463596055,-34.6033095961743,017-014-047,YATAY,754,GA,GARAGE,1,,ALMAGRO,5.0,1184,C1184ADN
-58.4298019441285,-34.6016346203961,017-016-018A,LAMBARE,1063,GA,GARAGE,2,,ALMAGRO,5.0,1185,C1185ABE
-58.4298502180382,-34.6019064097414,017-016-020A,LAMBARE,1021,GA,GARAGE,2,,ALMAGRO,5.0,1185,C1185ABE
-58.4288574566271,-34.601634670623,017-016-040B,YATAY,864,GA,GARAGE,1,,ALMAGRO,5.0,1184,C1184ADP
-58.4282931829267,-34.6033216269957,017-032-018A,YATAY,767,GA,GARAGE,3,,ALMAGRO,5.0,1184,C1184ADM
-58.4241346467516,-34.60486193781,017-069-016,GASCON,585,GA,GARAGE,1,,ALMAGRO,5.0,1181,C1181ACI
-58.4238348744363,-34.6054635967618,017-069-033,"PERON, JUAN DOMINGO, TTE. GENERAL",4069,GA,GARAGE,2,,ALMAGRO,5.0,1198,C1198AAY
-58.4233792248622,-34.6042782383206,017-070-024A,SARMIENTO,4139,GA,GARAGE,1,,ALMAGRO,5.0,1197,C1197AAI
-58.4230512432079,-34.6042616876103,017-070-024H,"ACUNA DE FIGUEROA, FRANCISCO",536,GA,GARAGE,4,,ALMAGRO,5.0,,
-58.4230304152042,-34.6041082649985,017-070-028,"ACUNA DE FIGUEROA, FRANCISCO",554,GA,GARAGE,1,,ALMAGRO,5.0,,
-58.4216072150873,-34.6041021765642,017-080-001R,MEDRANO,544,GA,GARAGE,1,,ALMAGRO,5.0,1179,C1179AAJ
-58.4212368640692,-34.602441133647,017-081-007A,MEDRANO,638,GA,GARAGE,2,,ALMAGRO,5.0,1179,C1179AAL
-58.4221288434438,-34.6024235057714,017-081-031,"ACUNA DE FIGUEROA, FRANCISCO",739,GA,GARAGE,2,,ALMAGRO,5.0,,
-58.4215602069833,-34.600861457057,017-082-002A,GUARDIA VIEJA,4056,GA,GARAGE,2,,ALMAGRO,5.0,1192,C1192AAP
-58.4197957674097,-34.6026870088007,017-093-034,"SALGUERO, JERONIMO",640,GA,GARAGE,1,,ALMAGRO,5.0,1177,C1177AEL
-58.4202742174637,-34.6013248389831,017-094-017,MEDRANO,755,GA,GARAGE,3,,ALMAGRO,5.0,1179,C1179AAM
-58.4196472955005,-34.6014290321277,017-094-036A,"SALGUERO, JERONIMO",744,GA,GARAGE,1,SALGUERO,ALMAGRO,5.0,1177,C1177AEN
-58.4165213870253,-34.6044459053475,013-017-018A,"BRAVO, MARIO",461,GA,GARAGE,3,,ALMAGRO,5.0,1175,C1175ABG
-58.4156352455411,-34.6060039619783,013-026-005A,SARMIENTO,3578,GA,GARAGE,3,,ALMAGRO,5.0,1196,C1196AAP
-58.4151551960752,-34.6030432129073,013-029-007,HUMAHUACA,3578,GA,GARAGE,1,,ALMAGRO,5.0,1191,C1191ABF
-58.4143123343427,-34.6068509259236,013-037-024,"PERON, JUAN DOMINGO, TTE. GENERAL",3389,GA,GARAGE,1,,ALMAGRO,5.0,1198,C1198AAK
-58.4139739219648,-34.6037195507016,013-040-012A,CORRIENTES AV.,3461,GA,GARAGE,1,,ALMAGRO,5.0,1194,C1194AAA
