long,lat,smp,calle_nombre,calle_altura,tipo1_16,tipo2_16,pisos_16,nombre,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.3797706233287,-34.6207781259661,014-072-019A,HUMBERTO 1,987,GA,GARAGE,1,,CONSTITUCION,1.0,1103,C1103ACS
-58.3907014721741,-34.6211477273312,014-008-028,HUMBERTO 1,1737,GA,GARAGE,1,,CONSTITUCION,1.0,1103,C1103ADI
-58.3817798739773,-34.6211034409082,014-055-001C,HUMBERTO 1,1120,GA,GARAGE,1,,CONSTITUCION,1.0,1103,C1103ACX
-58.3836199210429,-34.6212935520591,014-047-006,HUMBERTO 1,1254,GA,GARAGE,3,,CONSTITUCION,1.0,1103,C1103ACZ
-58.3890802587839,-34.6217215589495,014-015-002,HUMBERTO 1,1636,GA,GARAGE,2,,CONSTITUCION,1.0,1103,C1103ADH
-58.3823567013141,-34.6218441984061,014-055-025B,SAN JUAN AV.,1157,GA,GARAGE,1,,CONSTITUCION,1.0,1147,C1147AAJ
-58.3820139591126,-34.6218353203499,014-055-028B,SAN JUAN AV.,1137,GA,GARAGE,1,,CONSTITUCION,1.0,1147,C1147AAJ
-58.3875950021779,-34.6217769842377,014-022-042A,"SAENZ PENA, LUIS, PRES.",1147,GA,GARAGE,2,,CONSTITUCION,1.0,,
-58.3884051165221,-34.6204558808452,014-023-015,"CEVALLOS, Virrey",1028,GA,GARAGE,1,,CONSTITUCION,1.0,1077,C1077AAV
-58.3855222162778,-34.6232664552577,014-038-022,SAN JOSE,1280,GA,GARAGE,1,,CONSTITUCION,1.0,1136,C1136AAB
-58.3833627095351,-34.6219671971108,014-047-032A,SALTA,1183,GA,GARAGE,3,,CONSTITUCION,1.0,1074,C1074AAW
-58.3839926574394,-34.6250966210203,014-044-007,SANTIAGO DEL ESTERO,1432,GA,GARAGE,2,,CONSTITUCION,1.0,1136,C1136ABF
-58.3862110519281,-34.6253233808298,014-027-025A,SAN JOSE,1443,GA,GARAGE,1,,CONSTITUCION,1.0,1136,C1136AAE
-58.3870091770432,-34.6243668154389,014-028-000C,COCHABAMBA,1492,GA,GARAGE,1,,CONSTITUCION,1.0,1148,C1148ABB
-58.3825437744631,-34.6244082059583,014-053-005B,SALTA,1380,GA,GARAGE,2,,CONSTITUCION,1.0,1137,C1137ACD
-58.3832897447596,-34.626208718228,014-043-001,PAVON,1250,GA,GARAGE,1,,CONSTITUCION,1.0,1151,C1151ABD
-58.3848380562648,-34.6264082637843,014-035-005,PAVON,1324,GA,GARAGE,1,,CONSTITUCION,1.0,1151,C1151ABF
-58.3825525867396,-34.6265259744423,014-051-001K,LIMA,1549,GA,GARAGE,1,,CONSTITUCION,1.0,1138,C1138ACG
-58.3852941701369,-34.6265737564695,014-035-013B,SAN JOSE,1560,GA,GARAGE,2,,CONSTITUCION,1.0,1136,C1136AAH
-58.38621891832,-34.6195047136033,014-033-037,SAN JOSE,965,GA,GARAGE,1,,CONSTITUCION,1.0,1076,C1076AAS
-58.3838605704618,-34.6195730359005,014-049-021C,"CALVO, CARLOS",1259,GA,GARAGE,2,,CONSTITUCION,1.0,1102,C1102AAY
-58.3876333091382,-34.6193522478249,014-024-042,"SAENZ PENA, LUIS, PRES.",955,GA,GARAGE,1,,CONSTITUCION,1.0,,
-58.3862270633184,-34.6193828424825,014-033-038,SAN JOSE,955,GA,GARAGE,2,,CONSTITUCION,1.0,1076,C1076AAS
-58.3845753079219,-34.6193552770622,014-041-042A,SANTIAGO DEL ESTERO,971,GA,GARAGE,2,,CONSTITUCION,1.0,1075,C1075AAS
-58.3900638095699,-34.6187174671235,014-018-020A,ESTADOS UNIDOS,1685,GA,GARAGE,1,,CONSTITUCION,1.0,1101,C1101ABG
-58.3844688380473,-34.6184849706788,014-042-034,SANTIAGO DEL ESTERO,889,GA,GARAGE,1,,CONSTITUCION,1.0,1075,C1075AAQ
-58.3880215562155,-34.6185655483123,014-025-027A,ESTADOS UNIDOS,1531,GA,GARAGE,1,,CONSTITUCION,1.0,1101,C1101ABE
-58.3883062156346,-34.6185587956537,014-025-024,ESTADOS UNIDOS,1557,GA,GARAGE,1,,CONSTITUCION,1.0,1101,C1101ABE
-58.3912048341777,-34.6188027849633,014-010-022A,ESTADOS UNIDOS,1767,GA,GARAGE,2,,CONSTITUCION,1.0,1101,C1101ABI
-58.3789349016913,-34.6186694648191,014-073-001C,TACUARI,919,GA,GARAGE,1,,CONSTITUCION,1.0,1071,C1071AAS
-58.3883218142393,-34.6182121225549,014-025-008B,INDEPENDENCIA AV.,1566,GA,GARAGE,2,,CONSTITUCION,1.0,1100,C1100ABP
-58.3833855702651,-34.6207863550156,014-048-023,HUMBERTO 1,1235,GA,GARAGE,2,,CONSTITUCION,1.0,1103,C1103ACY
-58.3911957932315,-34.6193739480402,014-009-010,ESTADOS UNIDOS,1776,GA,GARAGE,1,,CONSTITUCION,1.0,1101,C1101ABJ
-58.3790982256997,-34.6192734897101,014-073-027A,TACUARI,975,GA,GARAGE,2,,CONSTITUCION,1.0,1071,C1071AAS
-58.3823199118626,-34.6201338063636,014-056-007A,"CALVO, CARLOS",1152,GA,GARAGE,1,,CONSTITUCION,1.0,1102,C1102AAX
-58.3821817478499,-34.6200903643974,014-056-006,HUMBERTO 1,1151,GA,GARAGE,1,,CONSTITUCION,1.0,1103,C1103ACW
-58.3819332532286,-34.6192291260397,014-057-036B,LIMA,959,GA,GARAGE,1,,CONSTITUCION,1.0,1073,C1073AAS
-58.3847227825267,-34.6181628919406,014-042-003C,INDEPENDENCIA AV.,1338,GA,GARAGE,1,,CONSTITUCION,1.0,1100,C1100ABN
-58.3821326385385,-34.6206448397346,014-056-027A,HUMBERTO 17,1143,GA,GARAGE,1,,CONSTITUCION,1.0,,
-58.3872150909987,-34.6329891991915,016-032-017C,CASEROS AV.,1745,GA,GARAGE,2,,CONSTITUCION,1.0,1152,C1152ABA
-58.3879101343101,-34.6277357467328,016-036-012,"CEVALLOS, Virrey",1636,GA,GARAGE,1,,CONSTITUCION,1.0,1135,C1135AAJ
-58.3847661050919,-34.6284693049303,016-044-004,BRASIL,1326,GA,GARAGE,1,,CONSTITUCION,1.0,1154,C1154AAX
-58.3851237628873,-34.6286549839406,016-044-007A,BRASIL,1370,GA,GARAGE,2,,CONSTITUCION,1.0,1154,C1154AAX
-58.3906522428854,-34.6285417086652,016-019-010,ENTRE RIOS AV.,1728,GA,GARAGE,1,,CONSTITUCION,1.0,1133,C1133AAS
-58.3854922971935,-34.6280182059364,016-045-020,SAN JOSE,1670,GA,GARAGE,1,,CONSTITUCION,1.0,1136,C1136AAJ
-58.387845628746,-34.6282049257904,016-036-015,"CEVALLOS, Virrey",1672,GA,GARAGE,2,,CONSTITUCION,1.0,1135,C1135AAJ
-58.3894732694116,-34.633636960292,016-015-036B,CASEROS AV.,1935,GA,GARAGE,3,,CONSTITUCION,1.0,1152,C1152ABC
-58.3850388955408,-34.6301392720857,016-043-006A,"ECHAGUE, PEDRO",1370,GA,GARAGE,1,,CONSTITUCION,1.0,1130,C1130AAF
-58.3862760295766,-34.6302988914585,016-039-007,"ECHAGUE, PEDRO",1454,GA,GARAGE,1,,CONSTITUCION,1.0,1130,C1130AAH
-58.3818052186259,-34.629773832466,016-060-019,LIMA,1175,GA,GARAGE,1,,CONSTITUCION,1.0,1073,C1073AAW
-58.3823995559977,-34.6296950425876,016-060-011,SALTA,1852,GA,GARAGE,1,,CONSTITUCION,1.0,1137,C1137ACN
-58.3849683784811,-34.6308287276683,016-043-023A,15 DE NOVIEMBRE DE 1889,1359,GA,GARAGE,2,,CONSTITUCION,1.0,1130,C1130ABE
-58.3880553446892,-34.6333615384614,016-027-027B,CASEROS AV.,1825,GA,GARAGE,1,,CONSTITUCION,1.0,1152,C1152ABB
-58.3902067758522,-34.6319367019189,016-016-008D,ENTRE RIOS AV.,2050,GA,GARAGE,1,,CONSTITUCION,1.0,1133,C1133AAV
-58.377877882594,-34.6238889924956,004-001-029,COCHABAMBA,858,GA,GARAGE,1,,CONSTITUCION,1.0,1150,C1150AAN
-58.3780075769929,-34.6243456878721,004-001-038B,TACUARI,1348,GA,GARAGE,2,,CONSTITUCION,1.0,1139,C1139AAD
-58.3774116034196,-34.6242081025964,004-001-016D,PIEDRAS,1337,GA,GARAGE,1,,CONSTITUCION,1.0,1140,C1140ABC
-58.3774116034196,-34.6242081025964,004-001-016D,PIEDRAS,1337,GA,GARAGE,1,,CONSTITUCION,1.0,1140,C1140ABC
-58.3769163512477,-34.6262532037651,008-033-013,BRASIL,847,GA,GARAGE,1,,CONSTITUCION,1.0,1154,C1154AAM
-58.3767591848471,-34.6257559183257,008-033-022,PIEDRAS,1431,GA,GARAGE,1,,CONSTITUCION,1.0,1140,C1140ABE
-58.3791594981173,-34.6243592046136,014-069-041,"IRIGOYEN, BERNARDO de",1354,GA,GARAGE,2,,CONSTITUCION,1.0,1138,C1138ABD
-58.3954153274595,-34.6197665819939,022-052-007,ESTADOS UNIDOS,2076,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1227,C1227ABF
-58.3955633241276,-34.6189000949596,022-053-016,RINCON,836,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1227,C1227ACH
-58.3950741441997,-34.6188973521346,022-053-039,SARANDI,847,GA,GARAGE,3,,SAN CRISTOBAL,3.0,1222,C1222ACG
-58.3938956071611,-34.6197122113614,022-060-006A,ESTADOS UNIDOS,1948,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1227,C1227ABD
-58.3935133000194,-34.6199349571183,022-060-034,COMBATE DE LOS POZOS,931,GA,GARAGE,4,,SAN CRISTOBAL,3.0,1222,C1222AAI
-58.393594176241,-34.6189833116077,022-061-037A,COMBATE DE LOS POZOS,857,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1222,C1222AAG
-58.3922694340879,-34.619999450451,022-068-031A,"CALVO, CARLOS",1837,GA,GARAGE,6,,SAN CRISTOBAL,3.0,1230,C1230AAA
-58.398792681281,-34.6230001747907,022-026-026,SAN JUAN AV.,2363,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1232,C1232AAF
-58.3982679363343,-34.6226658404881,022-026-036,PICHINCHA,1161,GA,GARAGE,4,,SAN CRISTOBAL,3.0,1219,C1219ACM
-58.3969935010037,-34.6224330994326,022-034-034,PASCO,1157,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1219,C1219ABM
-58.3958427866585,-34.6222129215201,022-042-034,RINCON,1139,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1227,C1227ACM
-58.3963012187671,-34.6209081461725,022-043-002,"CALVO, CARLOS",2138,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1230,C1230AAH
-58.3944834019961,-34.6220199297467,022-050-005,HUMBERTO 1,2032,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1229,C1229AAF
-58.3948512036815,-34.6224519258964,022-050-024,SAN JUAN AV.,2063,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1232,C1232AAC
-58.395190059864,-34.6214331969523,022-051-022,HUMBERTO 1,2067,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1229,C1229AAE
-58.3922521421735,-34.6224180395777,022-066-028,SAN JUAN AV.,1847,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1232,C1232AAA
-58.3938786720411,-34.6246555460432,022-048-001F,SARANDI,1353,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1251,C1251ADC
-58.3941473757429,-34.6252083472108,022-048-012A,CONSTITUCION,2055,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1254,C1254AAE
-58.393171227918,-34.6239261450189,022-057C-011F,COMBATE DE LOS POZOS,1273,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1245,C1245AAA
-58.3922097468663,-34.6248082507461,022-064-015,COMBATE DE LOS POZOS,1370,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1245,C1245AAD
-58.3921152722284,-34.6237345908762,022-065B-001,ENTRE RIOS AV.,1285,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1133,C1133AAA
-58.3980791009553,-34.6273840052643,022-022-009B,PAVON,2364,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1248,C1248AAS
-58.3976180052292,-34.6278321870048,022-022-031C,"GARAY, JUAN DE AV.",2341,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1256,C1256AAF
-58.3973104637354,-34.6275989675736,022-022-041A,PICHINCHA,1551,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1249,C1249ABG
-58.396493713472,-34.6262946704065,022-031-007,CONSTITUCION,2250,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1254,C1254AAJ
-58.3950441517438,-34.624636368524,022-040-041,RINCON,1331,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1251,C1251ACC
-58.4011739832558,-34.6253796704275,022-003-007C,COCHABAMBA,2562,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1252,C1252AAP
-58.3998928096769,-34.6254686557407,022-016-014A,ALBERTI,1358,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1247,C1247AAD
-58.402362813596,-34.6262601911977,030-092-005H,CONSTITUCION,2655,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1254,C1254AAQ
-58.402362813596,-34.6262601911977,030-092-005H,CONSTITUCION,1379,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1151,C1151AAG
-58.4051153043178,-34.6267432828353,030-081-015B,CONSTITUCION,2879,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1254,C1254AAU
-58.4081166823709,-34.6287189735707,030-057-019,"URQUIZA, Gral.",1532,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1243,C1243AEH
-58.4083634075725,-34.6248516770434,030-063-009A,SAN JUAN AV.,3066,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1233,C1233ABN
-58.4065065920981,-34.6266413749887,030-071-010,LA RIOJA,1354,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1244,C1244ABD
-58.4103170241155,-34.6280409357832,030-033-035,24 DE NOVIEMBRE,1439,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1242,C1242AAE
-58.4096140916658,-34.6296259841043,030-042-021,"GARAY, JUAN DE AV.",3185,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1256,C1256ABA
-58.4089757825454,-34.6292641150517,030-042-028,"GARAY, JUAN DE AV.",3127,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1256,C1256ABA
-58.4116964070516,-34.6243410265782,030-036-010,SANCHEZ DE LORIA,1252,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1220,C1220ADN
-58.407860227999,-34.623629497644,030-064-005A,HUMBERTO 1,3032,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1231,C1231ACJ
-58.4081957629983,-34.6201765578526,030-067-004,INDEPENDENCIA AV.,3036,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1225,C1225AAZ
-58.4067751612388,-34.623762249256,030-073-001G,LA RIOJA,1160,GA,GARAGE,3,,SAN CRISTOBAL,3.0,1221,C1221ACN
-58.4071136413895,-34.6212898899265,030-075-015A,LA RIOJA,936,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1221,C1221ACJ
-58.4071394448428,-34.6216081678297,030-075-018A,LA RIOJA,956,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1221,C1221ACJ
-58.4067882727499,-34.6216506459045,030-075-019B,"CALVO, CARLOS",2953,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1230,C1230AAW
-58.4066997006151,-34.6198852779478,030-076-002,INDEPENDENCIA AV.,2930,GA,GARAGE,3,,SAN CRISTOBAL,3.0,1225,C1225AAY
-58.4054995974853,-34.6220339736656,030-084-008A,"CALVO, CARLOS",2860,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1230,C1230AAV
-58.4051955183798,-34.6198023885766,030-086-035A,CATAMARCA,851,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1231,C1231AAG
-58.4038517210316,-34.6233644556721,030-094-021,CATAMARCA,1160,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1231,C1231AAN
-58.4031168696415,-34.623460218514,030-094-034,SAN JUAN AV.,2745,GA,GARAGE,2,,SAN CRISTOBAL,3.0,1232,C1232AAJ
-58.4035487836418,-34.6208340430248,030-096-040,JUJUY AV.,971,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1229,C1229ABE
-58.4015136079355,-34.6229526087957,022-006-036A,SAAVEDRA,1141,GA,GARAGE,3,,SAN CRISTOBAL,3.0,1229,C1229ACM
-58.4023994784714,-34.6215357951399,022-007-011C,JUJUY AV.,1032,GA,GARAGE,4,,SAN CRISTOBAL,3.0,1229,C1229ABS
-58.4018664570729,-34.6221319365022,022-007-027,HUMBERTO 1,2631,GA,GARAGE,3,,SAN CRISTOBAL,3.0,1231,C1231ACA
-58.3997632356758,-34.6227341666407,022-018-030,MATHEU,1153,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1219,C1219AAK
-58.4011882962462,-34.6193575840642,022-013-018,ALBERTI,863,GA,CERRADO,1,,SAN CRISTOBAL,3.0,1223,C1223AAG
-58.4003900859994,-34.6190071343547,022-021-003,INDEPENDENCIA AV.,2426,GA,GARAGE,4,,SAN CRISTOBAL,3.0,1225,C1225AAT
-58.4003632752284,-34.6194512728576,022-021-020A,ESTADOS UNIDOS,2423,GA,GARAGE,3,,SAN CRISTOBAL,3.0,1227,C1227ABM
-58.3990907598592,-34.6201653623965,022-028-003B,PICHINCHA,945,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1219,C1219ACI
-58.4064956332655,-34.6267248998592,030-071-011,LA RIOJA,1364,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1244,C1244ABD
-58.4027319038561,-34.6223211146328,030-095-040,AV. JUJUY,1087,GA,GARAGE,1,,SAN CRISTOBAL,3.0,1229,C1229ABF
-58.4272448724669,-34.6231610745407,036-009-019,LA PLATA AV.,672,GA,GARAGE,1,,BOEDO,5.0,1235,C1235ABQ
-58.425264198713,-34.6225762900799,036-024-046,"MARMOL, JOSE",767,GA,GARAGE,3,,BOEDO,5.0,1236,C1236ABG
-58.4242776813167,-34.6220158601614,036-039-005A,INDEPENDENCIA AV.,4148,GA,GARAGE,1,,BOEDO,5.0,1226,C1226AAT
-58.4242779725249,-34.6229167896909,036-039-031,ESTADOS UNIDOS,4153,GA,GARAGE,2,,BOEDO,5.0,1228,C1228ABW
-58.4269919531303,-34.6241153295597,036-008-013,LA PLATA AV.,740,GA,GARAGE,4,,BOEDO,5.0,1235,C1235ABR
-58.4264013356842,-34.6245668329979,036-008-033A,MUNIZ,875,GA,GARAGE,2,,BOEDO,5.0,,
-58.4255206699227,-34.6237755449068,036-023-007,ESTADOS UNIDOS,4260,GA,GARAGE,1,,BOEDO,5.0,1228,C1228ABZ
-58.4242049172275,-34.6241410571194,036-038-022,"MARMOL, JOSE",856,GA,GARAGE,1,,BOEDO,5.0,1236,C1236ABJ
-58.4226874924375,-34.6219088628043,036-056A-001N,INDEPENDENCIA AV.,4036,GA,GARAGE,1,,BOEDO,5.0,1226,C1226AAS
-58.4197723603533,-34.6230292243899,036-093-004,ESTADOS UNIDOS,3840,GA,GARAGE,3,,BOEDO,5.0,1228,C1228ABR
-58.4153875735947,-34.6233496414629,030-009-032,"CALVO, CARLOS",3545,GA,GARAGE,2,,BOEDO,5.0,1230,C1230ABI
-58.4188234797595,-34.623596628282,036-109-020A,CASTRO BARROS,960,GA,GARAGE,3,,BOEDO,5.0,1217,C1217ABJ
-58.4181964589811,-34.6243078370963,036-109-039,"CALVO, CARLOS",3713,GA,GARAGE,1,,BOEDO,5.0,1230,C1230ABM
-58.4183726104527,-34.621977620733,036-110-041,COLOMBRES,765,GA,GARAGE,3,,BOEDO,5.0,1218,C1218ABG
-58.4131091911425,-34.6234661973681,030-027-007,"CALVO, CARLOS",3350,GA,GARAGE,2,,BOEDO,5.0,1230,C1230ABF
-58.4212864325863,-34.6250784745371,036-070-006,"CALVO, CARLOS",3950,GA,GARAGE,1,,BOEDO,5.0,1230,C1230ABR
-58.4171304010338,-34.6252573755585,036-126-025A,SAN JUAN AV.,3651,GA,GARAGE,3,,BOEDO,5.0,1233,C1233ABG
-58.4137073205662,-34.6304630564995,030-011-026D,"GARAY, JUAN DE AV.",3435,GA,GARAGE,2,,BOEDO,5.0,1256,C1256ABD
-58.413991733047,-34.6272037444484,030-014-004C,MAZA,1350,GA,GARAGE,1,,BOEDO,5.0,1240,C1240ADD
-58.4143563573031,-34.6258079085814,030-015-013A,MAZA,1234,GA,GARAGE,3,,BOEDO,5.0,1240,C1240ADB
-58.4143194955421,-34.6260829748612,030-015-016B,MAZA,1256,GA,GARAGE,2,,BOEDO,5.0,1240,C1240ADB
-58.4152576681236,-34.6281090484494,030-004-007A,CONSTITUCION,3550,GA,GARAGE,1,,BOEDO,5.0,1254,C1254ABJ
-58.4149575010754,-34.6284017304084,030-004-015C,MAZA,1467,GA,GARAGE,1,,BOEDO,5.0,1240,C1240ADE
-58.4152606595641,-34.6284132113117,030-004-026A,TARIJA,3541,GA,GARAGE,1,,BOEDO,5.0,1253,C1253ACE
-58.4162362116938,-34.6276133615751,036-124-028,BOEDO AV.,1185,GA,GARAGE,1,,BOEDO,5.0,1239,C1239AAB
-58.4184719201841,-34.6301274299386,036-088-005E,PAVON,3859,GA,GARAGE,2,,BOEDO,5.0,1253,C1253AAJ
-58.4195407436635,-34.628000704216,036-090-019,CASTRO,1260,GA,GARAGE,1,,BOEDO,5.0,1237,C1237AAD
-58.4193795321991,-34.6262721508227,036-091-005A,SAN JUAN AV.,3848,GA,GARAGE,2,,BOEDO,5.0,1233,C1233ABV
-58.4170115005184,-34.6300090121872,036-104-016,PAVON,3723,GA,GARAGE,2,,BOEDO,5.0,1253,C1253AAI
-58.4249484090624,-34.6316798213478,036-001-005,PAVON,4366,GA,GARAGE,1,,BOEDO,5.0,1253,C1253ABO
-58.4252808493226,-34.6319118524975,036-001-011B,LA PLATA AV.,1448,GA,GARAGE,2,,BOEDO,5.0,1250,C1250AAR
-58.4255544188219,-34.6295688744005,036-003-005,CONSTITUCION,4360,GA,GARAGE,1,,BOEDO,5.0,1254,C1254ABZ
-58.425516863595,-34.6290810878735,036-004-024D,CONSTITUCION,4327,GA,GARAGE,1,,BOEDO,5.0,1254,C1254ABY
-58.4246843837895,-34.6295242841896,036-018-017,MUNIZ,1322,GA,GARAGE,1,,BOEDO,5.0,,
-58.4243966935055,-34.6328430039283,038-139-038A,MUNIZ,1644,GA,GARAGE,2,,BOEDO,5.0,,
-58.4211214675948,-34.6322613692471,038-184-005,"GARAY, JUAN DE AV.",4060,GA,GARAGE,3,,BOEDO,5.0,1256,C1256ABW
-58.4196920604285,-34.6325594154967,038-185-036A,CASTRO,1661,GA,GARAGE,2,,BOEDO,5.0,1237,C1237AAK
-58.415093878493,-34.6334575157805,032-037-032A,SALCEDO,3539,GA,GARAGE,2,,BOEDO,5.0,1259,C1259ABS
-58.4135644138331,-34.6331104729479,032-038-009B,SALCEDO,3435,GA,GARAGE,2,,BOEDO,5.0,1259,C1259ABQ
-58.4135644138331,-34.6331104729479,032-038-009B,SALCEDO,3417,GA,GARAGE,1,,BOEDO,5.0,1259,C1259ABQ
-58.4152709150927,-34.6315953281271,032-041-008A,"GARAY, JUAN DE AV.",3558,GA,GARAGE,1,,BOEDO,5.0,1256,C1256ABR
-58.4237059919273,-34.6376404353166,038-135-012,LA PLATA AV.,1946,GA,GARAGE,4,,BOEDO,5.0,1250,C1250AAW
-58.4210574450543,-34.6380128045637,038-162-030,"MARMOL, JOSE",2030,GA,CERRADO,2,,BOEDO,5.0,1255,C1255ABV
-58.4191283826878,-34.6391112949972,038-177-019,CASEROS AV.,3845,GA,GARAGE,1,,BOEDO,5.0,1263,C1263AAH
-58.4193524216119,-34.6370673799138,038-179-003N,RONDEAU,3905,GA,GARAGE,2,,BOEDO,5.0,1262,C1262ACG
-58.4125862190002,-34.6379728128897,032-028-021C,CASEROS AV.,3367,GA,CERRADO,3,,BOEDO,5.0,1263,C1263AAC
-58.4153884426651,-34.6314616020031,032-041-009A,"GARAY, JUAN DE AV.",3568,GA,GARAGE,1,,BOEDO,5.0,1256,C1256ABR
-58.4255470127524,-34.6289343372172,036-004-024C,CONSTITUCION,4335,GA,GARAGE,1,,BOEDO,5.0,1254,C1254ABY
-58.4255485827384,-34.6289111232167,036-004-024A,CONSTITUCION,4337,GA,GARAGE,1,,BOEDO,5.0,1254,C1254ABY
-58.4171387176841,-34.6274198939203,036-124-012,COLOMBRES,1120,GA,GARAGE,1,,BOEDO,5.0,1238,C1238AAD
-58.4170306207707,-34.6274855213504,036-124-013A,COLOMBRES,1128,GA,GARAGE,1,,BOEDO,5.0,1238,C1238AAD
-58.4170138886758,-34.6275638325616,036-124-013B,COLOMBRES,1140,GA,GARAGE,1,,BOEDO,5.0,1238,C1238AAD
-58.4170017054945,-34.6276359352581,036-124-014,COLOMBRES,1168,GA,GARAGE,1,,BOEDO,5.0,1238,C1238AAD
-58.4169954875839,-34.6277005672137,036-124-015,COLOMBRES,1172,GA,GARAGE,1,,BOEDO,5.0,1238,C1238AAD
-58.4169718200704,-34.6277662107682,036-124-016,COLOMBRES,1178,GA,GARAGE,1,,BOEDO,5.0,1238,C1238AAD
-58.4162513718675,-34.6275201964824,036-124-029,BOEDO AV.,1165,GA,GARAGE,1,,BOEDO,5.0,1239,C1239AAB
-58.4163541282582,-34.6274566943499,036-124-030,BOEDO AV.,1131,GA,GARAGE,1,,BOEDO,5.0,1239,C1239AAB
-58.4163719906152,-34.6273796772687,036-124-031,BOEDO AV.,1123,GA,GARAGE,1,,BOEDO,5.0,1239,C1239AAB
-58.4162799735062,-34.6272890586379,036-124-032,BOEDO AV.,1119,GA,GARAGE,1,,BOEDO,5.0,1239,C1239AAB
-58.4140576815259,-34.626943660113,030-014-004B,COCHABAMBA,3470,GA,GARAGE,1,,BOEDO,5.0,1252,C1252ABH
-58.5065364011533,-34.6277264600059,085-007-019,LOPE DE VEGA,1249,GA,GARAGE,1,,VELEZ SARSFIELD,10.0,1407,C1407BNL
-58.5056150866231,-34.6262959606542,085-022-015,"GARCIA, JUAN AGUSTIN",5188,GA,GARAGE,1,,VELEZ SARSFIELD,10.0,1407,C1407FXL
-58.5043405758772,-34.6261448200094,085-022-036B,SAN BLAS,4923,GA,GARAGE,2,,VELEZ SARSFIELD,10.0,1407,C1407FUG
-58.5011227919525,-34.6260258530188,085-033A-001A,BERMUDEZ,1258,GA,GARAGE,1,,VELEZ SARSFIELD,10.0,1407,C1407BDV
-58.4972214098933,-34.6240181828755,085-083-004B,CAMARONES,4526,GA,GARAGE,1,,VELEZ SARSFIELD,10.0,1407,C1407FMZ
-58.5019177981749,-34.6240927718575,085-050-021A,SAN BLAS,4765,GA,GARAGE,2,,VELEZ SARSFIELD,10.0,1407,C1407FUC
-58.5022510016024,-34.6308325226609,085-003B-013A,LOPE DE VEGA,839,GA,GARAGE,1,,VELEZ SARSFIELD,10.0,1407,C1407BNH
-58.4988608355015,-34.6302637575819,085-013-043C,CERVANTES,846,GA,GARAGE,2,,VELEZ SARSFIELD,10.0,1407,C1407BGN
-58.5003993714723,-34.6290305384643,085-016-034A,CERVANTES,1048,GA,GARAGE,1,,VELEZ SARSFIELD,10.0,1407,C1407BGR
-58.4927713268557,-34.6269382031976,085-097-019A,"BELAUSTEGUI, LUIS, DR.",4459,GA,GARAGE,2,,VELEZ SARSFIELD,10.0,1407,C1407EXW
-58.4925702075151,-34.6267510255353,085-097-028A,GOYA,1040,GA,GARAGE,2,,VELEZ SARSFIELD,10.0,1407,C1407AQT
